11	Cytopenia|Edema|Extravasation of Contrast Media|Extravasation of Diagnostic and Therapeutic Materials|Kidney Failure, Acute|Anasarca|Congenital anemia|Neurogenic Inflammation|Megaloblastic anemia due to inborn errors of metabolism|Acute Kidney Insufficiency|Acute kidney injury
12	Fibrosis|Hypertrophy|Inflammation|Pyemia|Septicemia|Sepsis|Cirrhosis|Severe Sepsis
13	Malignant neoplasm of breast|Colorectal Carcinoma|Colorectal Neoplasms|Inflammatory Bowel Diseases|Sotos' syndrome|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Colorectal Cancer
14	Adenocarcinoma|Adenoma|Anemia, Macrocytic|Autistic Disorder|Benign neoplasm of colon|Malignant Neoplasms|Malignant tumor of colon|Rectal Carcinoma|Non-Small Cell Lung Carcinoma|Neoplastic Cell Transformation|Colonic Neoplasms|Colorectal Carcinoma|Colorectal Neoplasms|Hereditary Nonpolyposis Colorectal Neoplasms|Eye Abnormalities|Gardner Syndrome|Gastrointestinal Hemorrhage|Gastrointestinal Neoplasms|Glioblastoma|Glioma|Hematochezia|Hyperlipidemia|Profound Mental Retardation|Inflammatory Bowel Diseases|Intestinal Neoplasms|Intestinal Polyps|Leukocytosis|Liver neoplasms|Lung Neoplasms|Malignant neoplasm of stomach|Animal Mammary Neoplasms|Medulloblastoma|Mental Retardation, Psychosocial|Mesothelioma|Pancreatic Neoplasm|Adenomatous Polyposis Coli|Prostatic Neoplasms|Rectal Neoplasms|Respiratory Distress Syndrome, Adult|Schizophrenia|Splenomegaly|Stomach Neoplasms|Fibromatosis, Aggressive|Central Nervous System Neoplasms|Pleocytosis|Adenocarcinoma of lung (disorder)|Malignant neoplasm of brain|Benign neoplasm of stomach|Carcinoma in situ of stomach|Adenocarcinoma, Basal Cell|Adenocarcinoma, Oxyphilic|Carcinoma, Cribriform|Carcinoma, Granular Cell|Adenocarcinoma, Tubular|Adenoma, Basal Cell|Follicular adenoma|Adenoma, Microcystic|Adenoma, Monomorphic|Papillary adenoma|Adenoma, Trabecular|Medullomyoblastoma|Hepatoblastoma|Fibromatosis, Abdominal|Adenomatous Polyps|Pancreatic carcinoma|Malignant neoplasm of lung|Turcot syndrome (disorder)|Childhood Medulloblastoma|Adult Medulloblastoma|Giant Cell Glioblastoma|Malignant neoplasm of liver|Intestinal Cancer|Malignant neoplasm of pancreas|Benign tumor of pancreas|Malignant Central Nervous System Neoplasm|Malignant neoplasm of prostate|Neoplasm of uncertain or unknown behavior of stomach|Malignant neoplasm of gastrointestinal tract|Colon Carcinoma|Stomach Carcinoma|Desmoplastic Medulloblastoma|Mental deficiency|Mammary Carcinoma, Animal|Melanotic medulloblastoma|Adenocarcinoma of large intestine|Hereditary Nonpolyposis Colorectal Cancer|Medulloblastoma with extensive nodularity|Colorectal Cancer|Glioblastoma Multiforme|Lipidemias|Hereditary Diffuse Gastric Cancer|Desmoid disease, hereditary|Syndactyly Cenani Lenz type|Aberrant Crypt Foci|Liver carcinoma|BRAIN TUMOR-POLYPOSIS SYNDROME 2 (disorder)|FAMILIAL ADENOMATOUS POLYPOSIS, ATTENUATED (disorder)|Desmoid Tumor Caused By Somatic Mutation|Polyposis, Adenomatous Intestinal|Familial Intestinal Polyposis|GASTRIC CANCER, INTESTINAL|Intellectual Disability
15	Adenocarcinoma|Anoxemia|Anoxia|Behcet Syndrome|Coronary Arteriosclerosis|Drug Eruptions|Edema|Membranous glomerulonephritis|Hepatitis, Toxic|HIV Infections|Hypercholesterolemia, Familial|Hypertensive disease|Inflammation|Lung Neoplasms|Malignant neoplasm of stomach|Stomach Neoplasms|Cerebrovascular accident|Idiopathic Membranous Glomerulonephritis|Anasarca|Adenocarcinoma of lung (disorder)|Lipid Metabolism Disorders|Adenocarcinoma, Basal Cell|Adenocarcinoma, Oxyphilic|Carcinoma, Cribriform|Carcinoma, Granular Cell|Adenocarcinoma, Tubular|Hypoxia|Malignant neoplasm of lung|Acute Lung Injury|Amyloidosis, familial visceral|Apolipoprotein A-I deficiency|Malignant mesothelioma|Cardiac Death|Morbilliform Drug Reaction|Hypoalphalipoproteinemias|Hypoxemia|Acute Cerebrovascular Accidents|Diabetic Cardiomyopathies|Drug-Induced Liver Disease|Hepatitis, Drug-Induced|Heymann Nephritis|Hypoalphalipoproteinemia, Familial|Hereditary Diffuse Gastric Cancer|Ataxia with vitamin E deficiency|Coronary Artery Disease|Liver carcinoma|Pediatric Obesity|Drug-Induced Acute Liver Injury|Periodic Fever Syndrome|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity|Adolescent Obesity|HIV Coinfection|Childhood Overweight
16	Alzheimer's Disease|Amnesia|Amyloidosis|Anxiety Disorders|Bipolar Disorder|Brain Diseases|Cognition Disorders|Presenile dementia|Mental Depression|Endogenous depression|Depressive disorder|Fragile X Syndrome|Learning Disorders|Liver Cirrhosis, Experimental|Memory Disorders|Necrosis|Nerve Degeneration|Spinal Cord Diseases|Splenomegaly|Weight Gain|Cerebral Amyloid Angiopathy|Encephalopathies|Premature aging syndrome|Hysterical amnesia|Memory impairment|Temporary Amnesia|Todd Paralysis|Mental deterioration|Dissociative Amnesia|Global Amnesia|Degenerative Diseases, Central Nervous System|Familial Alzheimer Disease (FAD)|Senile Plaques|Sporadic Cerebral Amyloid Angiopathy|Senile Paranoid Dementia|Impaired cognition|Anxiety States, Neurotic|Alzheimer Disease, Late Onset|Dementia|Paralysed|Neurodegenerative Disorders|Acute Confusional Senile Dementia|Neurogenic Inflammation|Alzheimer's Disease, Focal Onset|Alzheimer Disease, Early Onset|Tactile Amnesia|Amnestic State|Familial Dementia|FRAXA Syndrome|FRAXE Syndrome|Adult Learning Disorders|Learning Disturbance|Learning Disabilities|Age-Related Memory Disorders|Memory Disorder, Semantic|Memory Disorder, Spatial|Memory Loss|Degenerative Diseases, Spinal Cord|Mild cognitive disorder|Anxiety neurosis (finding)|Developmental Academic Disorder|PRESENILE AND SENILE DEMENTIA|ALZHEIMER DISEASE, FAMILIAL, 1|Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy|CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ARCTIC VARIANT|CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED|Cerebral hemorrhage with amyloidosis, hereditary, Dutch type|Plaque, Amyloid|ALZHEIMER DISEASE, PROTECTION AGAINST|CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT|CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT|CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT|Periodic Fever Syndrome
17	Liver Cirrhosis, Experimental|PLATELET ABNORMALITIES WITH EOSINOPHILIA AND IMMUNE-MEDIATED INFLAMMATORY DISEASE
18	Brain Ischemia|Inflammation|Injuries, Acute Brain|Brain Injuries|Brain Lacerations|Brain Injuries, Focal|Cerebral Ischemia
19	Inflammation
20	Crohn Disease|Inflammatory Bowel Diseases|Crohn's disease of large bowel|Crohn's disease of the ileum|Regional enteritis|IIeocolitis|Inflammatory Bowel Disease 10
21	Malignant neoplasm of breast|Carcinoma|Cholestasis|Colorectal Carcinoma|Colorectal Neoplasms|Fatty Liver|Hepatitis|Hepatolenticular Degeneration|Hepatoma, Morris|Hepatoma, Novikoff|Inflammation|Kidney Neoplasm|Leukodystrophy|Liver Cirrhosis|Liver diseases|Liver neoplasms|Liver Neoplasms, Experimental|Mouth Neoplasms|Prostatic Neoplasms|Unipolar Depression|Experimental Hepatoma|Liver Dysfunction|Malignant neoplasm of mouth|Liver Failure, Acute|Anaplastic carcinoma|Carcinoma, Spindle-Cell|Undifferentiated carcinoma|Carcinomatosis|Disease Exacerbation|Fibrosis, Liver|Dyslipidemias|Malignant neoplasm of liver|Malignant neoplasm of prostate|Dyslipoproteinemias|Breast Carcinoma|Malignant neoplasm of kidney|ovarian neoplasm|Cholestasis in newborn|Malignant neoplasm of ovary|Squamous cell carcinoma of the head and neck|Mammary Neoplasms, Human|Major Depressive Disorder|Mammary Neoplasms|Colorectal Cancer|Hepatic Form of Wilson Disease|Steatohepatitis|Intellectual Disability
22	Alloxan Diabetes|Diabetes Mellitus, Experimental|Epilepsy, Temporal Lobe|Uncinate Epilepsy|Hyperalgesia|Inflammation|Pain|Splenomegaly|Streptozotocin Diabetes|Vascular System Injuries|Pain, Burning|Ache|Radiating pain|Epilepsy, Benign Psychomotor, Childhood|Epilepsy, Lateral Temporal|Allodynia|Pain, Splitting|Pain, Crushing|Hyperalgesia, Primary|Hyperalgesia, Secondary|Tactile Allodynia|Hyperalgesia, Thermal|Pain, Migratory|Suffering, Physical|Mechanical Allodynia
23	Rheumatoid Arthritis|Bipolar Disorder|Epilepsy, Temporal Lobe|Uncinate Epilepsy|Extravasation of Contrast Media|Extravasation of Diagnostic and Therapeutic Materials|Hemorrhage|Hyperalgesia|Hyperemia|Hypertensive disease|Hypotension|Inflammation|Kidney Failure, Acute|Pain|Cardiomyopathies, Primary|Myocardial Diseases, Secondary|Thrombosis|Unipolar Depression|Venous Engorgement|Thrombus|Vascular System Injuries|Reactive Hyperemia|Pain, Burning|Ache|Radiating pain|Active Hyperemia|Epilepsy, Benign Psychomotor, Childhood|Epilepsy, Lateral Temporal|Allodynia|Pain, Splitting|Pain, Crushing|Hyperalgesia, Primary|Hyperalgesia, Secondary|Tactile Allodynia|Hyperalgesia, Thermal|Pain, Migratory|Suffering, Physical|Cardiomyopathies|Major Depressive Disorder|Acute Kidney Insufficiency|Acute kidney injury|Mechanical Allodynia
24	Alcoholic Intoxication|Alcoholic Intoxication, Chronic|Alzheimer's Disease|Anoxemia|Anoxia|Autistic Disorder|Bipolar Disorder|Depression, Bipolar|Body Weight|Brain Ischemia|Cocaine Abuse|Prelingual Deafness|Deafness|Presenile dementia|Mental Depression|Endogenous depression|Depressive disorder|Epilepsy|Tonic-Clonic Epilepsy|Gliosis|Heroin Dependence|Profound Mental Retardation|Inflammation|Jacksonian Seizure|Malignant neoplasm of stomach|Manic Disorder|Melancholia|Mental Retardation, Psychosocial|Nerve Degeneration|nervous system disorder|Nicotine Dependence|Obesity, Morbid|Obsessive-Compulsive Disorder|Parkinson Disease|Psychosis, Brief Reactive|Psychotic Disorders|Schizoaffective Disorder|Schizophrenia|Schizophreniform Disorders|Seizures|Status Epilepticus|Stomach Neoplasms|Substance Withdrawal Syndrome|Tobacco Dependence|Tobacco Use Disorder|Unipolar Depression|Injuries, Acute Brain|Alcohol abuse|Depressive Syndrome|Drug Withdrawal Symptoms|Epilepsy, Cryptogenic|Hearing Loss, Extreme|Withdrawal Symptoms|Complex partial seizures|WAGR Syndrome|Generalized seizures|Seizures, Clonic|Aura|Amphetamine-Related Disorders|Cocaine-Related Disorders|Amphetamine Addiction|Amphetamine Abuse|Hypoxia|Brain Injuries|Petit mal status|Visual seizure|Tonic Seizures|Epileptic drop attack|Brain Lacerations|Familial Alzheimer Disease (FAD)|Depression, Neurotic|Grand Mal Status Epilepticus|Drug-induced depressive state|Manic|Nicotine Use Disorder|Complex Partial Status Epilepticus|Seizures, Somatosensory|Seizures, Auditory|Olfactory seizure|Gustatory seizure|Vertiginous seizure|Brain Injuries, Focal|Alzheimer Disease, Late Onset|Tonic - clonic seizures|Mood Disorders|Acute Confusional Senile Dementia|Complete Hearing Loss|Cocaine Dependence|Hypoxemia|Alzheimer's Disease, Focal Onset|Alzheimer Disease, Early Onset|Non-epileptic convulsion|Deafness, Acquired|Single Seizure|Awakening Epilepsy|Cryptogenic Tonic-Clonic Epilepsy|Epilepsy, Tonic-Clonic, Familial|Epilepsy, Tonic-Clonic, Symptomatic|Atonic Absence Seizures|Convulsive Seizures|Seizures, Focal|Seizures, Sensory|Status Epilepticus, Subclinical|Non-Convulsive Status Epilepticus|Simple Partial Status Epilepticus|Cerebral Ischemia|Mental deficiency|Major Depressive Disorder|Congenital central hypoventilation|Autism Spectrum Disorders|Hereditary Diffuse Gastric Cancer|CCHS WITH HIRSCHSPRUNG DISEASE|TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)|Bulimia Nervosa|Deletion 11p13|Nonepileptic Seizures|Bilateral Deafness|Intellectual Disability|Astrocytosis|Convulsions|Deaf Mutism|Absence Seizures|Epileptic Seizures|Myoclonic Seizures|Heroin Smoking|Generalized Absence Seizures
