104	3663	IRF5	ENSP00000349770	Q13568	IRF5_HUMAN
105	3665	IRF7	ENSP00000380697	Q92985	IRF7_HUMAN
106	345611	IRGM	ENSP00000428220	A1A4Y4	IRGM_HUMAN
107	3676	ITGA4	ENSP00000380227	P13612	ITA4_HUMAN
108	3683	ITGAL	ENSP00000349252	P20701	ITAL_HUMAN
109	3689	ITGB2	ENSP00000380948	P05107	ITB2_HUMAN
110	3696	ITGB8	ENSP00000222573	P26012	ITB8_HUMAN
111	3717	JAK2	ENSP00000371067	O60674	JAK2_HUMAN
112	3845	KRAS	ENSP00000256078	P01116	RASK_HUMAN
113	8942	KYNU	ENSP00000264170	Q16719	KYNU_HUMAN
114	3934	LCN2	ENSP00000362108	P80188	NGAL_HUMAN
115	3952	LEP	ENSP00000312652	P41159	LEP_HUMAN
116	1241	LTB4R	ENSP00000380008	Q15722	LT4R1_HUMAN
117	4057	LTF	ENSP00000231751	P02788	TRFL_HUMAN
118	10747	MASP2	ENSP00000383690	O00187	MASP2_HUMAN
119	4162	MCAM	ENSP00000264036	P43121	MUC18_HUMAN
120	4282	MIF	ENSP00000215754	P14174	MIF_HUMAN
121	4313	MMP2	ENSP00000219070	P08253	MMP2_HUMAN
122	4318	MMP9	ENSP00000361405	P14780	MMP9_HUMAN
123	4353	MPO	ENSP00000225275	P05164	PERM_HUMAN
124	4524	MTHFR	ENSP00000365777	P42898	MTHR_HUMAN
125	4615	MYD88	ENSP00000401399	Q99836	MYD88_HUMAN
126	4638	MYLK	ENSP00000353452	Q15746	MYLK_HUMAN
127	4803	NGF	ENSP00000358525	P01138	NGF_HUMAN
128	58484	NLRC4	ENSP00000385090	Q9NPP4	NLRC4_HUMAN
129	91662	NLRP12	ENSP00000375653	P59046	NAL12_HUMAN
130	22861	NLRP1	ENSP00000478516	Q9C000	NLRP1_HUMAN
131	114548	NLRP3	ENSP00000337383	Q96P20	NLRP3_HUMAN
132	64127	NOD2	ENSP00000300589	Q9HC29	NOD2_HUMAN
133	4843	NOS2	ENSP00000327251	P35228	NOS2_HUMAN
134	4879	NPPB	ENSP00000365651	P16860	ANFB_HUMAN
135	9971	NR1H4	ENSP00000447149	Q96RI1	NR1H4_HUMAN
136	4893	NRAS	ENSP00000358548	P01111	RASN_HUMAN
137	90268	OTULIN	ENSP00000284274	Q96BN8	OTUL_HUMAN
138	5020	OXT	ENSP00000217386	P01178	NEU1_HUMAN
139	142	PARP1	ENSP00000355759	P09874	PARP1_HUMAN
140	5196	PF4	ENSP00000296029	P02776	PLF4_HUMAN
141	9373	PLAA	ENSP00000380460	Q9Y263	PLAP_HUMAN
142	5329	PLAUR	ENSP00000339328	Q03405	UPAR_HUMAN
143	5336	PLCG2	ENSP00000482457	P16885	PLCG2_HUMAN
144	5376	PMP22	ENSP00000484631	Q01453	PMP22_HUMAN
145	5368	PNOC	ENSP00000301908	Q13519	PNOC_HUMAN
146	5443	POMC	ENSP00000384092	P01189	COLI_HUMAN
147	5465	PPARA	ENSP00000385523	Q07869	PPARA_HUMAN
148	5468	PPARG	ENSP00000287820	P37231	PPARG_HUMAN
149	10544	PROCR	ENSP00000216968	Q9UNN8	EPCR_HUMAN
150	5734	PTGER4	ENSP00000302846	P35408	PE2R4_HUMAN
151	9536	PTGES	ENSP00000342385	O14684	PTGES_HUMAN
152	5743	PTGS2	ENSP00000356438	P35354	PGH2_HUMAN
153	5770	PTPN1	ENSP00000360683	P18031	PTN1_HUMAN
154	26191	PTPN22	ENSP00000352833	Q9Y2R2	PTN22_HUMAN
155	5903	RANBP2	ENSP00000283195	P49792	RBP2_HUMAN
156	11186	RASSF1	ENSP00000349547	Q9NS23	RASF1_HUMAN
157	6097	RORC	ENSP00000327025	P51449	RORG_HUMAN
158	7356	SCGB1A1	ENSP00000278282	P11684	UTER_HUMAN
159	6422	SFRP1	ENSP00000220772	Q8N474	SFRP1_HUMAN
160	6423	SFRP2	ENSP00000274063	Q96HF1	SFRP2_HUMAN
161	10019	SH2B3	ENSP00000345492	Q9UQQ2	SH2B3_HUMAN
162	23411	SIRT1	ENSP00000212015	Q96EB6	SIR1_HUMAN
163	56833	SLAMF8	ENSP00000289707	Q9P0V8	SLAF8_HUMAN
164	6556	SLC11A1	ENSP00000233202	P49279	NRAM1_HUMAN
165	6584	SLC22A5	ENSP00000245407	O76082	S22A5_HUMAN
166	6647	SOD1	ENSP00000270142	P00441	SODC_HUMAN
167	6696	SPP1	ENSP00000378517	P10451	OSTP_HUMAN
168	6774	STAT3	ENSP00000264657	P40763	STAT3_HUMAN
169	412	STS	ENSP00000217961	P08842	STS_HUMAN
170	6820	SULT2B1	ENSP00000201586	O00204	ST2B1_HUMAN
171	6863	TAC1	ENSP00000321106	P20366	TKN1_HUMAN
172	6869	TACR1	ENSP00000303522	P25103	NK1R_HUMAN
173	6897	TARS	ENSP00000387710	P26639	SYTC_HUMAN
174	30009	TBX21	ENSP00000177694	Q9UL17	TBX21_HUMAN
175	7018	TF	ENSP00000385834	P02787	TRFE_HUMAN
176	7033	TFF3	ENSP00000430690	Q07654	TFF3_HUMAN
177	7037	TFRC	ENSP00000353224	P02786	TFR1_HUMAN
178	7039	TGFA	ENSP00000295400	P01135	TGFA_HUMAN
179	7040	TGFB1	ENSP00000221930	P01137	TGFB1_HUMAN
180	7076	TIMP1	ENSP00000218388	P01033	TIMP1_HUMAN
181	7078	TIMP3	ENSP00000266085	P35625	TIMP3_HUMAN
182	7097	TLR2	ENSP00000260010	O60603	TLR2_HUMAN
183	7099	TLR4	ENSP00000363089	O00206	TLR4_HUMAN
184	7124	TNF	ENSP00000398698	P01375	TNFA_HUMAN
185	7128	TNFAIP3	ENSP00000481570	P21580	TNAP3_HUMAN
186	4982	TNFRSF11B	ENSP00000297350	O00300	TR11B_HUMAN
187	7132	TNFRSF1A	ENSP00000162749	P19438	TNR1A_HUMAN
188	7133	TNFRSF1B	ENSP00000365435	P20333	TNR1B_HUMAN
189	9966	TNFSF15	ENSP00000363157	O95150	TNF15_HUMAN
190	7161	TP73	ENSP00000367545	O15350	P73_HUMAN
191	7170	TPM3	ENSP00000357516	P06753	TPM3_HUMAN
192	11277	TREX1	ENSP00000296443	Q9NSU2	TREX1_HUMAN
193	8989	TRPA1	ENSP00000262209	O75762	TRPA1_HUMAN
194	7249	TSC2	ENSP00000219476	P49815	TSC2_HUMAN
195	85480	TSLP	ENSP00000339804	Q969D9	TSLP_HUMAN
196	114131	UCN3	ENSP00000369798	Q969E3	UCN3_HUMAN
197	7349	UCN	ENSP00000296099	P55089	UCN1_HUMAN
198	7422	VEGFA	ENSP00000478570	P15692	VEGFA_HUMAN
199	8876	VNN1	ENSP00000356905	O95497	VNN1_HUMAN
200	9948	WDR1	ENSP00000427687	O75083	WDR1_HUMAN
201	7538	ZFP36	ENSP00000469647	P26651	TTP_HUMAN
